property_id,check_in_date,room_category,successful_bookings,capacity
14263,16-Jun-22,HRT4,3,6
14258,16-Jun-22,HRT4,3,7
12261,16-Jun-22,HRT4,3,4
11259,17-Jun-22,HRT1,21,30
13260,17-Jun-22,HRT1,17,30
14262,17-Jun-22,HRT1,18,30
14263,17-Jun-22,HRT1,13,30
12258,17-Jun-22,HRT1,9,19
11258,17-Jun-22,HRT1,10,19
12260,17-Jun-22,HRT1,22,40
14258,17-Jun-22,HRT1,18,40
14260,17-Jun-22,HRT1,15,26
12261,17-Jun-22,HRT1,16,26
11260,17-Jun-22,HRT1,17,34
11261,17-Jun-22,HRT1,10,18
11262,17-Jun-22,HRT1,14,31
11263,17-Jun-22,HRT1,24,41
12259,17-Jun-22,HRT1,20,32
12262,17-Jun-22,HRT1,8,20
12263,17-Jun-22,HRT1,14,25
13258,17-Jun-22,HRT1,8,15
13259,17-Jun-22,HRT1,17,42
13261,17-Jun-22,HRT1,23,33
13262,17-Jun-22,HRT1,21,38
13263,17-Jun-22,HRT1,13,27
14259,17-Jun-22,HRT1,13,24
14261,17-Jun-22,HRT1,18,36
12264,17-Jun-22,HRT1,7,16
14262,17-Jun-22,HRT2,15,23
13263,17-Jun-22,HRT2,13,29
12261,17-Jun-22,HRT2,21,36
12258,17-Jun-22,HRT2,24,50
11262,17-Jun-22,HRT2,22,43
11261,17-Jun-22,HRT2,17,24
11258,17-Jun-22,HRT2,14,22
14260,17-Jun-22,HRT2,24,38
11263,17-Jun-22,HRT2,26,38
11259,17-Jun-22,HRT2,24,41
14259,17-Jun-22,HRT2,20,41
14258,17-Jun-22,HRT2,16,39
12259,17-Jun-22,HRT2,26,39
11260,17-Jun-22,HRT2,17,34
13262,17-Jun-22,HRT2,20,34
13259,17-Jun-22,HRT2,18,44
12263,17-Jun-22,HRT2,29,44
12262,17-Jun-22,HRT2,14,30
13258,17-Jun-22,HRT2,17,30
12264,17-Jun-22,HRT2,19,40
13261,17-Jun-22,HRT2,26,40
13260,17-Jun-22,HRT2,25,40
12260,17-Jun-22,HRT2,25,45
14261,17-Jun-22,HRT2,24,45
14263,17-Jun-22,HRT2,23,45
14263,17-Jun-22,HRT3,14,29
14262,17-Jun-22,HRT3,16,29
14261,17-Jun-22,HRT3,14,29
13262,17-Jun-22,HRT3,20,29
12258,17-Jun-22,HRT3,16,27
12262,17-Jun-22,HRT3,11,27
14259,17-Jun-22,HRT3,15,27
11259,17-Jun-22,HRT3,20,32
11258,17-Jun-22,HRT3,5,8
13261,17-Jun-22,HRT3,17,25
11263,17-Jun-22,HRT3,15,20
13258,17-Jun-22,HRT3,15,26
13260,17-Jun-22,HRT3,13,24
13259,17-Jun-22,HRT3,9,23
14258,17-Jun-22,HRT3,9,21
12264,17-Jun-22,HRT3,9,24
11260,17-Jun-22,HRT3,10,20
11262,17-Jun-22,HRT3,10,18
12259,17-Jun-22,HRT3,10,16
12263,17-Jun-22,HRT3,10,16
13263,17-Jun-22,HRT3,10,23
12260,17-Jun-22,HRT3,12,25
12261,17-Jun-22,HRT3,12,19
14260,17-Jun-22,HRT3,12,19
11261,17-Jun-22,HRT3,11,21
11258,17-Jun-22,HRT4,2,3
14258,17-Jun-22,HRT4,4,7
13261,17-Jun-22,HRT4,5,9
12260,17-Jun-22,HRT4,6,13
11261,17-Jun-22,HRT4,7,10
14259,17-Jun-22,HRT4,1,3
12264,17-Jun-22,HRT4,7,17
13260,17-Jun-22,HRT4,10,15
14260,17-Jun-22,HRT4,10,16
13259,17-Jun-22,HRT4,9,19
12263,17-Jun-22,HRT4,13,19
14262,17-Jun-22,HRT4,10,14
12259,17-Jun-22,HRT4,8,14
13258,17-Jun-22,HRT4,10,20
13262,17-Jun-22,HRT4,12,20
13263,17-Jun-22,HRT4,9,18
11263,17-Jun-22,HRT4,13,18
11259,17-Jun-22,HRT4,10,18
11262,17-Jun-22,HRT4,3,6
12258,17-Jun-22,HRT4,3,6
12262,17-Jun-22,HRT4,3,6
14263,17-Jun-22,HRT4,3,6
11260,17-Jun-22,HRT4,3,7
14261,17-Jun-22,HRT4,3,7
12261,17-Jun-22,HRT4,3,4
11259,18-Jun-22,HRT1,29,30
13260,18-Jun-22,HRT1,26,30
14262,18-Jun-22,HRT1,27,30
14263,18-Jun-22,HRT1,22,30
12258,18-Jun-22,HRT1,14,19
11258,18-Jun-22,HRT1,17,19
12260,18-Jun-22,HRT1,29,40
14258,18-Jun-22,HRT1,23,40
14260,18-Jun-22,HRT1,24,26
12261,18-Jun-22,HRT1,22,26
11260,18-Jun-22,HRT1,25,34
11261,18-Jun-22,HRT1,17,18
11262,18-Jun-22,HRT1,22,31
11263,18-Jun-22,HRT1,37,41
12259,18-Jun-22,HRT1,32,32
12262,18-Jun-22,HRT1,12,20
12263,18-Jun-22,HRT1,22,25
13258,18-Jun-22,HRT1,12,15
13259,18-Jun-22,HRT1,26,42
13261,18-Jun-22,HRT1,28,33
13262,18-Jun-22,HRT1,38,38
13263,18-Jun-22,HRT1,18,27
14259,18-Jun-22,HRT1,17,24
14261,18-Jun-22,HRT1,25,36
12264,18-Jun-22,HRT1,10,16
14262,18-Jun-22,HRT2,20,23
13263,18-Jun-22,HRT2,21,29
12261,18-Jun-22,HRT2,32,36
12258,18-Jun-22,HRT2,34,50
11262,18-Jun-22,HRT2,32,43
11261,18-Jun-22,HRT2,23,24
11258,18-Jun-22,HRT2,21,22
14260,18-Jun-22,HRT2,33,38
11263,18-Jun-22,HRT2,34,38
11259,18-Jun-22,HRT2,37,41
14259,18-Jun-22,HRT2,30,41
14258,18-Jun-22,HRT2,22,39
12259,18-Jun-22,HRT2,36,39
11260,18-Jun-22,HRT2,24,34
13262,18-Jun-22,HRT2,32,34
13259,18-Jun-22,HRT2,30,44
12263,18-Jun-22,HRT2,41,44
12262,18-Jun-22,HRT2,20,30
13258,18-Jun-22,HRT2,22,30
12264,18-Jun-22,HRT2,26,40
13261,18-Jun-22,HRT2,37,40
13260,18-Jun-22,HRT2,37,40
12260,18-Jun-22,HRT2,35,45
14261,18-Jun-22,HRT2,32,45
14263,18-Jun-22,HRT2,34,45
14263,18-Jun-22,HRT3,20,29
14262,18-Jun-22,HRT3,29,29
14261,18-Jun-22,HRT3,20,29
13262,18-Jun-22,HRT3,27,29
12258,18-Jun-22,HRT3,21,27
12262,18-Jun-22,HRT3,16,27
14259,18-Jun-22,HRT3,21,27
11259,18-Jun-22,HRT3,29,32
11258,18-Jun-22,HRT3,7,8
12260,18-Jun-22,HRT3,18,25
13261,18-Jun-22,HRT3,22,25
11261,18-Jun-22,HRT3,20,21
11263,18-Jun-22,HRT3,19,20
12261,18-Jun-22,HRT3,18,19
13258,18-Jun-22,HRT3,19,26
13260,18-Jun-22,HRT3,23,24
13263,18-Jun-22,HRT3,17,23
14260,18-Jun-22,HRT3,16,19
11262,18-Jun-22,HRT3,13,18
12263,18-Jun-22,HRT3,13,16
13259,18-Jun-22,HRT3,13,23
11260,18-Jun-22,HRT3,14,20
12259,18-Jun-22,HRT3,14,16
12264,18-Jun-22,HRT3,14,24
14258,18-Jun-22,HRT3,12,21
14259,18-Jun-22,HRT4,2,3
11262,18-Jun-22,HRT4,4,6
12258,18-Jun-22,HRT4,4,6
12262,18-Jun-22,HRT4,4,6
14258,18-Jun-22,HRT4,4,7
14261,18-Jun-22,HRT4,5,7
14263,18-Jun-22,HRT4,5,6
11260,18-Jun-22,HRT4,6,7
11261,18-Jun-22,HRT4,9,10
12260,18-Jun-22,HRT4,9,13
13261,18-Jun-22,HRT4,9,9
12264,18-Jun-22,HRT4,10,17
13260,18-Jun-22,HRT4,14,15
14260,18-Jun-22,HRT4,15,16
13259,18-Jun-22,HRT4,11,19
12263,18-Jun-22,HRT4,17,19
14262,18-Jun-22,HRT4,11,14
12259,18-Jun-22,HRT4,13,14
13258,18-Jun-22,HRT4,15,20
13262,18-Jun-22,HRT4,18,20
13263,18-Jun-22,HRT4,13,18
11263,18-Jun-22,HRT4,18,18
11259,18-Jun-22,HRT4,18,18
12261,18-Jun-22,HRT4,3,4
11258,18-Jun-22,HRT4,3,3
14263,19-Jun-22,HRT3,19,29
13260,19-Jun-22,HRT1,25,30
14262,19-Jun-22,HRT1,26,30
14263,19-Jun-22,HRT1,17,30
12258,19-Jun-22,HRT1,12,19
11258,19-Jun-22,HRT1,13,19
12260,19-Jun-22,HRT1,26,40
14258,19-Jun-22,HRT1,21,40
14260,19-Jun-22,HRT1,21,26
12261,19-Jun-22,HRT1,17,26
11260,19-Jun-22,HRT1,20,34
11261,19-Jun-22,HRT1,12,18
11262,19-Jun-22,HRT1,18,31
11263,19-Jun-22,HRT1,31,41
12259,19-Jun-22,HRT1,26,32
12262,19-Jun-22,HRT1,10,20
12263,19-Jun-22,HRT1,17,25
13258,19-Jun-22,HRT1,10,15
13259,19-Jun-22,HRT1,21,42
13261,19-Jun-22,HRT1,24,33
13262,19-Jun-22,HRT1,30,38
13263,19-Jun-22,HRT1,15,27
14259,19-Jun-22,HRT1,16,24
14261,19-Jun-22,HRT1,22,36
12264,19-Jun-22,HRT1,8,16
14262,19-Jun-22,HRT2,19,23
13263,19-Jun-22,HRT2,16,29
12261,19-Jun-22,HRT2,24,36
12258,19-Jun-22,HRT2,34,50
11262,19-Jun-22,HRT2,25,43
11261,19-Jun-22,HRT2,17,24
11258,19-Jun-22,HRT2,19,22
14260,19-Jun-22,HRT2,26,38
11263,19-Jun-22,HRT2,25,38
11259,19-Jun-22,HRT2,29,41
14259,19-Jun-22,HRT2,23,41
14258,19-Jun-22,HRT2,19,39
12259,19-Jun-22,HRT2,29,39
11260,19-Jun-22,HRT2,19,34
13262,19-Jun-22,HRT2,23,34
13259,19-Jun-22,HRT2,22,44
12263,19-Jun-22,HRT2,30,44
12262,19-Jun-22,HRT2,17,30
13258,19-Jun-22,HRT2,16,30
12264,19-Jun-22,HRT2,19,40
13261,19-Jun-22,HRT2,32,40
13260,19-Jun-22,HRT2,35,40
12260,19-Jun-22,HRT2,28,45
14261,19-Jun-22,HRT2,26,45
14263,19-Jun-22,HRT2,26,45
11259,19-Jun-22,HRT1,22,30
14262,19-Jun-22,HRT3,21,29
14261,19-Jun-22,HRT3,18,29
13262,19-Jun-22,HRT3,20,29
12258,19-Jun-22,HRT3,16,27
12262,19-Jun-22,HRT3,13,27
14259,19-Jun-22,HRT3,17,27
11259,19-Jun-22,HRT3,24,32
11258,19-Jun-22,HRT3,6,8
12260,19-Jun-22,HRT3,16,25
13261,19-Jun-22,HRT3,17,25
12261,19-Jun-22,HRT3,16,19
13258,19-Jun-22,HRT3,17,26
13260,19-Jun-22,HRT3,21,24
13263,19-Jun-22,HRT3,15,23
14260,19-Jun-22,HRT3,15,19
11263,19-Jun-22,HRT3,13,20
11261,19-Jun-22,HRT3,14,21
12264,19-Jun-22,HRT3,14,24
11260,19-Jun-22,HRT3,12,20
11262,19-Jun-22,HRT3,12,18
14258,19-Jun-22,HRT3,12,21
12259,19-Jun-22,HRT3,11,16
12263,19-Jun-22,HRT3,11,16
13259,19-Jun-22,HRT3,11,23
14259,19-Jun-22,HRT4,2,3
11258,19-Jun-22,HRT4,2,3
11262,19-Jun-22,HRT4,4,6
12258,19-Jun-22,HRT4,4,6
14263,19-Jun-22,HRT4,4,6
11260,19-Jun-22,HRT4,4,7
14261,19-Jun-22,HRT4,4,7
13261,19-Jun-22,HRT4,6,9
11261,19-Jun-22,HRT4,7,10
12260,19-Jun-22,HRT4,8,13
12264,19-Jun-22,HRT4,8,17
13260,19-Jun-22,HRT4,11,15
14260,19-Jun-22,HRT4,14,16
13259,19-Jun-22,HRT4,8,19
12263,19-Jun-22,HRT4,15,19
14262,19-Jun-22,HRT4,9,14
12259,19-Jun-22,HRT4,11,14
13258,19-Jun-22,HRT4,11,20
13262,19-Jun-22,HRT4,14,20
13263,19-Jun-22,HRT4,11,18
11263,19-Jun-22,HRT4,12,18
11259,19-Jun-22,HRT4,13,18
12262,19-Jun-22,HRT4,3,6
14258,19-Jun-22,HRT4,3,7
12261,19-Jun-22,HRT4,3,4
11259,20-Jun-22,HRT1,18,30
14262,20-Jun-22,HRT1,16,30
14263,20-Jun-22,HRT1,15,30
12258,20-Jun-22,HRT1,7,19
11258,20-Jun-22,HRT1,12,19
12260,20-Jun-22,HRT1,15,40
14258,20-Jun-22,HRT1,11,40
14260,20-Jun-22,HRT1,14,26
12261,20-Jun-22,HRT1,11,26
11260,20-Jun-22,HRT1,13,34
11261,20-Jun-22,HRT1,10,18
11262,20-Jun-22,HRT1,12,31
11263,20-Jun-22,HRT1,22,41
12259,20-Jun-22,HRT1,18,32
12262,20-Jun-22,HRT1,8,20
12263,20-Jun-22,HRT1,13,25
13258,20-Jun-22,HRT1,7,15
13259,20-Jun-22,HRT1,13,42
13261,20-Jun-22,HRT1,18,33
13262,20-Jun-22,HRT1,19,38
13263,20-Jun-22,HRT1,12,27
14259,20-Jun-22,HRT1,10,24
14261,20-Jun-22,HRT1,17,36
12264,20-Jun-22,HRT1,6,16
14262,20-Jun-22,HRT2,11,23
13263,20-Jun-22,HRT2,14,29
12261,20-Jun-22,HRT2,21,36
12258,20-Jun-22,HRT2,21,50
11262,20-Jun-22,HRT2,19,43
11261,20-Jun-22,HRT2,12,24
11258,20-Jun-22,HRT2,11,22
14260,20-Jun-22,HRT2,20,38
11263,20-Jun-22,HRT2,17,38
11259,20-Jun-22,HRT2,20,41
14259,20-Jun-22,HRT2,21,41
14258,20-Jun-22,HRT2,13,39
12259,20-Jun-22,HRT2,17,39
11260,20-Jun-22,HRT2,17,34
13262,20-Jun-22,HRT2,15,34
13259,20-Jun-22,HRT2,17,44
12263,20-Jun-22,HRT2,23,44
12262,20-Jun-22,HRT2,11,30
13258,20-Jun-22,HRT2,12,30
12264,20-Jun-22,HRT2,13,40
13261,20-Jun-22,HRT2,21,40
13260,20-Jun-22,HRT2,19,40
12260,20-Jun-22,HRT2,18,45
14261,20-Jun-22,HRT2,16,45
14263,20-Jun-22,HRT2,18,45
14263,20-Jun-22,HRT3,14,29
13260,20-Jun-22,HRT1,17,30
14262,20-Jun-22,HRT3,14,29
14261,20-Jun-22,HRT3,11,29
13262,20-Jun-22,HRT3,16,29
12258,20-Jun-22,HRT3,11,27
12262,20-Jun-22,HRT3,8,27
14259,20-Jun-22,HRT3,11,27
11259,20-Jun-22,HRT3,17,32
11258,20-Jun-22,HRT3,3,8
11262,20-Jun-22,HRT3,8,18
12259,20-Jun-22,HRT3,8,16
14258,20-Jun-22,HRT3,8,21
13261,20-Jun-22,HRT3,13,25
12263,20-Jun-22,HRT3,9,16
13259,20-Jun-22,HRT3,9,23
13263,20-Jun-22,HRT3,9,23
14260,20-Jun-22,HRT3,9,19
11260,20-Jun-22,HRT3,10,20
12264,20-Jun-22,HRT3,10,24
11263,20-Jun-22,HRT3,12,20
11261,20-Jun-22,HRT3,11,21
12260,20-Jun-22,HRT3,11,25
12261,20-Jun-22,HRT3,11,19
13258,20-Jun-22,HRT3,11,26
13260,20-Jun-22,HRT3,11,24
12261,20-Jun-22,HRT4,2,4
12262,20-Jun-22,HRT4,2,6
14261,20-Jun-22,HRT4,2,7
14263,20-Jun-22,HRT4,2,6
11258,20-Jun-22,HRT4,2,3
12260,20-Jun-22,HRT4,4,13
11261,20-Jun-22,HRT4,5,10
13261,20-Jun-22,HRT4,5,9
12264,20-Jun-22,HRT4,6,17
14259,20-Jun-22,HRT4,1,3
13260,20-Jun-22,HRT4,7,15
14260,20-Jun-22,HRT4,8,16
13259,20-Jun-22,HRT4,8,19
12263,20-Jun-22,HRT4,10,19
14262,20-Jun-22,HRT4,8,14
12259,20-Jun-22,HRT4,8,14
13258,20-Jun-22,HRT4,8,20
13262,20-Jun-22,HRT4,11,20
13263,20-Jun-22,HRT4,7,18
11263,20-Jun-22,HRT4,10,18
11259,20-Jun-22,HRT4,11,18
11262,20-Jun-22,HRT4,3,6
12258,20-Jun-22,HRT4,3,6
11260,20-Jun-22,HRT4,3,7
14258,20-Jun-22,HRT4,3,7
11259,21-Jun-22,HRT1,13,30
13260,21-Jun-22,HRT1,15,30
14262,21-Jun-22,HRT1,12,30
14263,21-Jun-22,HRT1,13,30
12258,21-Jun-22,HRT1,6,19
11258,21-Jun-22,HRT1,9,19
12260,21-Jun-22,HRT1,15,40
14258,21-Jun-22,HRT1,14,40
14260,21-Jun-22,HRT1,13,26
12261,21-Jun-22,HRT1,13,26
11260,21-Jun-22,HRT1,15,34
11261,21-Jun-22,HRT1,10,18
11262,21-Jun-22,HRT1,13,31
11263,21-Jun-22,HRT1,22,41
12259,21-Jun-22,HRT1,17,32
12262,21-Jun-22,HRT1,7,20
12263,21-Jun-22,HRT1,14,25
13258,21-Jun-22,HRT1,8,15
13259,21-Jun-22,HRT1,12,42
13261,21-Jun-22,HRT1,18,33
13262,21-Jun-22,HRT1,20,38
13263,21-Jun-22,HRT1,11,27
14259,21-Jun-22,HRT1,10,24
14261,21-Jun-22,HRT1,13,36
12264,21-Jun-22,HRT1,6,16
14262,21-Jun-22,HRT2,11,23
13263,21-Jun-22,HRT2,10,29
12261,21-Jun-22,HRT2,20,36
12258,21-Jun-22,HRT2,21,50
11262,21-Jun-22,HRT2,21,43
11261,21-Jun-22,HRT2,13,24
11258,21-Jun-22,HRT2,10,22
14260,21-Jun-22,HRT2,21,38
11263,21-Jun-22,HRT2,21,38
11259,21-Jun-22,HRT2,23,41
14259,21-Jun-22,HRT2,18,41
14258,21-Jun-22,HRT2,14,39
12259,21-Jun-22,HRT2,23,39
11260,21-Jun-22,HRT2,15,34
13262,21-Jun-22,HRT2,22,34
13259,21-Jun-22,HRT2,14,44
12263,21-Jun-22,HRT2,21,44
12262,21-Jun-22,HRT2,11,30
13258,21-Jun-22,HRT2,13,30
12264,21-Jun-22,HRT2,12,40
13261,21-Jun-22,HRT2,19,40
13260,21-Jun-22,HRT2,19,40
12260,21-Jun-22,HRT2,19,45
14261,21-Jun-22,HRT2,20,45
14263,21-Jun-22,HRT2,22,45
14263,21-Jun-22,HRT3,12,29
14262,21-Jun-22,HRT3,13,29
14261,21-Jun-22,HRT3,11,29
13262,21-Jun-22,HRT3,14,29
12258,21-Jun-22,HRT3,12,27
12262,21-Jun-22,HRT3,9,27
14259,21-Jun-22,HRT3,12,27
11259,21-Jun-22,HRT3,16,32
11258,21-Jun-22,HRT3,3,8
11260,21-Jun-22,HRT3,8,20
11262,21-Jun-22,HRT3,8,18
12259,21-Jun-22,HRT3,8,16
13259,21-Jun-22,HRT3,8,23
13263,21-Jun-22,HRT3,8,23
14258,21-Jun-22,HRT3,8,21
13258,21-Jun-22,HRT3,9,26
12264,21-Jun-22,HRT3,9,24
11263,21-Jun-22,HRT3,10,20
12260,21-Jun-22,HRT3,10,25
12261,21-Jun-22,HRT3,10,19
12263,21-Jun-22,HRT3,10,16
14260,21-Jun-22,HRT3,10,19
11261,21-Jun-22,HRT3,12,21
13261,21-Jun-22,HRT3,12,25
13260,21-Jun-22,HRT3,11,24
11260,21-Jun-22,HRT4,2,7
11258,21-Jun-22,HRT4,2,3
14263,21-Jun-22,HRT4,4,6
13261,21-Jun-22,HRT4,4,9
11261,21-Jun-22,HRT4,6,10
12260,21-Jun-22,HRT4,6,13
12264,21-Jun-22,HRT4,6,17
14259,21-Jun-22,HRT4,1,3
13260,21-Jun-22,HRT4,9,15
14260,21-Jun-22,HRT4,10,16
13259,21-Jun-22,HRT4,6,19
12263,21-Jun-22,HRT4,9,19
14262,21-Jun-22,HRT4,6,14
12259,21-Jun-22,HRT4,9,14
13258,21-Jun-22,HRT4,8,20
13262,21-Jun-22,HRT4,10,20
13263,21-Jun-22,HRT4,7,18
11263,21-Jun-22,HRT4,11,18
11259,21-Jun-22,HRT4,10,18
11262,21-Jun-22,HRT4,3,6
12258,21-Jun-22,HRT4,3,6
12262,21-Jun-22,HRT4,3,6
14258,21-Jun-22,HRT4,3,7
14261,21-Jun-22,HRT4,3,7
12261,21-Jun-22,HRT4,3,4
14263,22-Jun-22,HRT3,11,29
11259,22-Jun-22,HRT1,15,30
13260,22-Jun-22,HRT1,14,30
14262,22-Jun-22,HRT1,15,30
14263,22-Jun-22,HRT1,12,30
12258,22-Jun-22,HRT1,8,19
11258,22-Jun-22,HRT1,10,19
12260,22-Jun-22,HRT1,16,40
14258,22-Jun-22,HRT1,12,40
14260,22-Jun-22,HRT1,12,26
12261,22-Jun-22,HRT1,15,26
11260,22-Jun-22,HRT1,14,34
11261,22-Jun-22,HRT1,11,18
11262,22-Jun-22,HRT1,11,31
11263,22-Jun-22,HRT1,20,41
12259,22-Jun-22,HRT1,14,32
12262,22-Jun-22,HRT1,7,20
12263,22-Jun-22,HRT1,10,25
13258,22-Jun-22,HRT1,5,15
13259,22-Jun-22,HRT1,15,42
13261,22-Jun-22,HRT1,15,33
13262,22-Jun-22,HRT1,17,38
13263,22-Jun-22,HRT1,13,27
14259,22-Jun-22,HRT1,9,24
14261,22-Jun-22,HRT1,15,36
12264,22-Jun-22,HRT1,5,16
14262,22-Jun-22,HRT2,12,23
13263,22-Jun-22,HRT2,13,29
12261,22-Jun-22,HRT2,19,36
12258,22-Jun-22,HRT2,22,50
11262,22-Jun-22,HRT2,18,43
11261,22-Jun-22,HRT2,13,24
11258,22-Jun-22,HRT2,10,22
14260,22-Jun-22,HRT2,19,38
11263,22-Jun-22,HRT2,19,38
11259,22-Jun-22,HRT2,22,41
14259,22-Jun-22,HRT2,19,41
14258,22-Jun-22,HRT2,13,39
12259,22-Jun-22,HRT2,23,39
11260,22-Jun-22,HRT2,14,34
13262,22-Jun-22,HRT2,21,34
13259,22-Jun-22,HRT2,17,44
12263,22-Jun-22,HRT2,23,44
12262,22-Jun-22,HRT2,10,30
13258,22-Jun-22,HRT2,15,30
12264,22-Jun-22,HRT2,19,40
13261,22-Jun-22,HRT2,18,40
13260,22-Jun-22,HRT2,20,40
12260,22-Jun-22,HRT2,18,45
14261,22-Jun-22,HRT2,18,45
14263,22-Jun-22,HRT2,19,45
14262,22-Jun-22,HRT3,15,29
14261,22-Jun-22,HRT3,12,29
13262,22-Jun-22,HRT3,16,29
12258,22-Jun-22,HRT3,13,27
12262,22-Jun-22,HRT3,11,27
14259,22-Jun-22,HRT3,13,27
11259,22-Jun-22,HRT3,16,32
11258,22-Jun-22,HRT3,4,8
11262,22-Jun-22,HRT3,7,18
12259,22-Jun-22,HRT3,7,16
13259,22-Jun-22,HRT3,7,23
12263,22-Jun-22,HRT3,8,16
14258,22-Jun-22,HRT3,8,21
12264,22-Jun-22,HRT3,8,24
11260,22-Jun-22,HRT3,9,20
13263,22-Jun-22,HRT3,9,23
14260,22-Jun-22,HRT3,9,19
11263,22-Jun-22,HRT3,10,20
13258,22-Jun-22,HRT3,10,26
11261,22-Jun-22,HRT3,12,21
12260,22-Jun-22,HRT3,12,25
13260,22-Jun-22,HRT3,12,24
12261,22-Jun-22,HRT3,11,19
13261,22-Jun-22,HRT3,11,25
12261,22-Jun-22,HRT4,2,4
12262,22-Jun-22,HRT4,2,6
14263,22-Jun-22,HRT4,2,6
11258,22-Jun-22,HRT4,2,3
12258,22-Jun-22,HRT4,4,6
13261,22-Jun-22,HRT4,4,9
11261,22-Jun-22,HRT4,5,10
12260,22-Jun-22,HRT4,5,13
12264,22-Jun-22,HRT4,5,17
13260,22-Jun-22,HRT4,6,15
14259,22-Jun-22,HRT4,1,3
14260,22-Jun-22,HRT4,8,16
13259,22-Jun-22,HRT4,6,19
12263,22-Jun-22,HRT4,10,19
14262,22-Jun-22,HRT4,8,14
12259,22-Jun-22,HRT4,7,14
13258,22-Jun-22,HRT4,8,20
13262,22-Jun-22,HRT4,11,20
13263,22-Jun-22,HRT4,7,18
11263,22-Jun-22,HRT4,9,18
11259,22-Jun-22,HRT4,9,18
11262,22-Jun-22,HRT4,3,6
11260,22-Jun-22,HRT4,3,7
14258,22-Jun-22,HRT4,3,7
14261,22-Jun-22,HRT4,3,7
14263,23-Jun-22,HRT3,13,29
13260,23-Jun-22,HRT1,15,30
14262,23-Jun-22,HRT1,14,30
14263,23-Jun-22,HRT1,11,30
12258,23-Jun-22,HRT1,8,19
11258,23-Jun-22,HRT1,9,19
12260,23-Jun-22,HRT1,18,40
14258,23-Jun-22,HRT1,11,40
14260,23-Jun-22,HRT1,13,26
12261,23-Jun-22,HRT1,16,26
11260,23-Jun-22,HRT1,15,34
11261,23-Jun-22,HRT1,9,18
11262,23-Jun-22,HRT1,16,31
11263,23-Jun-22,HRT1,22,41
12259,23-Jun-22,HRT1,14,32
12262,23-Jun-22,HRT1,7,20
12263,23-Jun-22,HRT1,10,25
13258,23-Jun-22,HRT1,6,15
13259,23-Jun-22,HRT1,16,42
13261,23-Jun-22,HRT1,15,33
13262,23-Jun-22,HRT1,16,38
13263,23-Jun-22,HRT1,10,27
14259,23-Jun-22,HRT1,10,24
14261,23-Jun-22,HRT1,13,36
12264,23-Jun-22,HRT1,5,16
14262,23-Jun-22,HRT2,11,23
13263,23-Jun-22,HRT2,12,29
12261,23-Jun-22,HRT2,21,36
12258,23-Jun-22,HRT2,18,50
11262,23-Jun-22,HRT2,18,43
11261,23-Jun-22,HRT2,11,24
11258,23-Jun-22,HRT2,11,22
14260,23-Jun-22,HRT2,19,38
11263,23-Jun-22,HRT2,19,38
11259,23-Jun-22,HRT2,21,41
14259,23-Jun-22,HRT2,21,41
14258,23-Jun-22,HRT2,14,39
12259,23-Jun-22,HRT2,20,39
11260,23-Jun-22,HRT2,16,34
13262,23-Jun-22,HRT2,17,34
13259,23-Jun-22,HRT2,14,44
12263,23-Jun-22,HRT2,26,44
12262,23-Jun-22,HRT2,10,30
13258,23-Jun-22,HRT2,12,30
12264,23-Jun-22,HRT2,12,40
13261,23-Jun-22,HRT2,19,40
13260,23-Jun-22,HRT2,17,40
12260,23-Jun-22,HRT2,20,45
14261,23-Jun-22,HRT2,19,45
14263,23-Jun-22,HRT2,18,45
11259,23-Jun-22,HRT1,15,30
14262,23-Jun-22,HRT3,15,29
14261,23-Jun-22,HRT3,12,29
13262,23-Jun-22,HRT3,15,29
12258,23-Jun-22,HRT3,11,27
12262,23-Jun-22,HRT3,9,27
14259,23-Jun-22,HRT3,10,27
11259,23-Jun-22,HRT3,19,32
11258,23-Jun-22,HRT3,4,8
11262,23-Jun-22,HRT3,7,18
14258,23-Jun-22,HRT3,7,21
12261,23-Jun-22,HRT3,8,19
13259,23-Jun-22,HRT3,8,23
12264,23-Jun-22,HRT3,8,24
13261,23-Jun-22,HRT3,13,25
13260,23-Jun-22,HRT3,14,24
11260,23-Jun-22,HRT3,9,20
12260,23-Jun-22,HRT3,9,25
12263,23-Jun-22,HRT3,9,16
11263,23-Jun-22,HRT3,10,20
12259,23-Jun-22,HRT3,10,16
13258,23-Jun-22,HRT3,10,26
13263,23-Jun-22,HRT3,10,23
14260,23-Jun-22,HRT3,10,19
11261,23-Jun-22,HRT3,11,21
12262,23-Jun-22,HRT4,2,6
14258,23-Jun-22,HRT4,2,7
14261,23-Jun-22,HRT4,2,7
11258,23-Jun-22,HRT4,2,3
11260,23-Jun-22,HRT4,4,7
11261,23-Jun-22,HRT4,5,10
12260,23-Jun-22,HRT4,5,13
13261,23-Jun-22,HRT4,5,9
12264,23-Jun-22,HRT4,6,17
14259,23-Jun-22,HRT4,1,3
13260,23-Jun-22,HRT4,8,15
14260,23-Jun-22,HRT4,8,16
13259,23-Jun-22,HRT4,6,19
12263,23-Jun-22,HRT4,8,19
14262,23-Jun-22,HRT4,7,14
12259,23-Jun-22,HRT4,7,14
13258,23-Jun-22,HRT4,10,20
13262,23-Jun-22,HRT4,11,20
13263,23-Jun-22,HRT4,8,18
11263,23-Jun-22,HRT4,8,18
